Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,..,..,..,..,..,22582.084181978,23921.7627164815,22026.5017849215,24458.5641799943,22989.2913438253,22564.2663340812,24429.354436693,22529.5764623497,23513.6770746409,26878.9374119206,24782.1713432428,26025.1982731831,25782.4124826686,27463.0163929729,27647.1216711826,26910.8404297756,26761.7546564362,26376.8714082878,26212.2764852799,26113.4696326268,25163.3555859418,27852.0804208694,27497.8301160879,25864.0230370184,25833.1940246399,25342.1157174355,25766.7638065207,24933.3669552914,24191.2981812085,23405.4942440451,22959.6747923088,22465.2346902156,22081.9651115685,22101.0730319946,22166.3576479058,22529.4204625605,22106.6097058994,21962.7419700283,22085.6312739799,21949.745848647,21690.8777482043,21574.8955072307,21677.9679897729,21522.6426724175,20527.6460736068,19940.1012325915,19267.8068740427,18994.2338194189,18955.8663945498,18953.9227286257,19166.9594761931,19528.9384707459,20317.0801960458,20709.4063003772,21328.0761355656,19811.8102319951,20184.6793974187,21042.0714472319,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gabon,GAB,3311.29693814036,3756.64160763217,3987.37302717701,4176.14999511174,4307.94711821812,4601.58264952403,4738.29146948499,4857.54224653835,4899.79966024679,5195.79922572595,5527.63605078666,5969.45075181197,6511.21796044723,7026.71576594733,9594.10323180831,11184.7241895352,14823.8829930465,12653.3137502918,9377.06283780252,9187.35765811771,9182.52680219592,9399.27026015795,8866.93461619978,9113.43670535789,9533.31659324811,9058.4995497615,8741.05138607781,7044.15674885946,7730.9357484059,8162.58240779554,8354.26309000876,8627.38985737905,8138.86821905371,8237.7433874389,8322.61010843084,8514.94009899596,8603.00813400361,8870.12550864019,8949.1211008365,7944.64517936466,7596.09970650519,7556.76995314898,7338.75620613605,7301.67154442842,7148.98713447497,7130.22505771754,6724.08148977274,6908.67399162999,6468.38523357609,6264.83611480154,6481.49612073562,6699.23394606512,6803.22668079211,6938.25753862236,6998.60545439576,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966529444,6479.0490069252,6527.48207900404,6541.69710787282,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,..,..,..,..,..,..,541.080188773137,526.393360555569,560.868340169724,558.54686424948,576.3284949378,559.62991364986,544.839051932197,577.941930022901,594.161379584551,648.280119394208,674.974030161572,676.455417537658,696.184905331213,664.353754557366,682.144429383382,680.763235791179,652.066636208096,696.849478073282,694.302648852541,662.008143550023,662.002325492942,651.245092357426,653.000030965074,663.331309889547,658.711165332156,651.229615381431,646.421031932611,641.918738488002,622.551318791124,609.618491441846,605.40992484126,617.297597679527,621.226058231623,642.873705091153,659.911237641141,679.539755947951,640.03893213613,665.834222326194,693.563314497133,658.676285443081,636.596026908866,637.20930597537,657.675679192228,681.433469086571,701.014524591061,625.464360270983,639.139881889048,638.522368532214,611.879472952196,619.536364296461,615.193365494386,628.777299272925,658.127833258563,682.797642940426,670.758642891251,689.49323955737,710.686979216316,727.838723280227,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Georgia,GEO,1438.21569444633,1484.57936873598,1536.95623492798,1578.11918589518,1640.50449433996,1789.99342199708,1902.99606549797,2002.25561911472,2072.58285278926,2151.35584495054,2387.46810183883,2421.14178156344,2464.77210236436,2601.53891669817,2806.25364402928,2991.21007276643,3150.85725796529,3345.20714904597,3572.82135997741,3808.01905885908,3948.86535079512,4122.87659127008,4169.97924413232,4311.29871587326,4506.66813674822,4688.0718652506,4266.72494637357,4285.87259530389,4479.40018281131,4146.2568079811,3534.03227732782,2768.81016089293,1513.85017404463,1062.09528080207,966.419596225484,1029.48054628347,1187.123206219,1354.78352202066,1431.79336069224,1503.46298776734,1561.19867638847,1661.83019106421,1768.5970116888,1977.46143338741,2105.00472843799,2321.60084285163,2554.81253503914,2891.13702331846,2970.15858282428,2887.25607935922,3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.65354845303,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6180.62059946106,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,12600.3273968705,13041.1594696312,13524.6491050286,13766.5355362913,14562.8358867104,15196.3266135987,15493.828376695,15372.2150106017,16171.5531425011,17233.9697030039,18053.2877662512,18584.7134080664,19291.3926710734,20149.4771410192,20320.9008986241,20220.0209834851,21311.945010658,22075.2189098003,22759.1492987824,23693.2601878736,23977.2698645215,24067.4825503981,23995.2661890258,24436.5473234992,25213.3820426351,25858.0588733612,26437.4177394677,26766.9600581443,27651.0362681017,28507.1621299938,29747.6909405244,31040.2935628737,31425.647608288,30915.8728851988,31609.1102861092,31990.7949869618,32229.4778702849,32779.2802468879,33461.3192202157,34152.0032256224,35087.0891559515,35601.3628351653,35460.4121336422,35252.9745134977,35670.4870276152,36006.8578105923,37437.3918783337,38570.9146408152,38996.143407627,36927.1920287013,38517.4397860109,40712.6577363042,40829.034893805,40875.0262803178,41588.0763875592,41911.0109851054,42528.0637107828,43520.1864212996,43874.0130936092,44207.6320519514,42362.6472136853,43898.7713167519,44180.4298386996,44336.7775157399,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ghana,GHA,1100.07734257629,1105.80528785745,1123.83264714461,1145.65868904369,1143.42559755812,1131.60166678805,1057.66420831457,1064.1760867246,1042.41675728649,1077.73179034985,1151.33410769187,1178.32625936366,1117.12681569485,1116.64642078118,1159.05329108772,985.998445354816,924.203159422594,917.764633158849,965.76455764991,913.15982451719,891.022649519811,835.988564750346,755.823373291828,699.959740887087,741.107920486284,762.272637369129,784.448954236419,803.428810070189,828.500959290763,849.157275192106,855.319362110805,878.088366524609,889.7585628916,910.155571806573,917.856596442584,933.313550689493,953.730900253175,970.390867038224,991.588232741852,1010.25223011374,1021.63839077699,1034.58177618235,1051.81029306745,1077.0285660206,1107.6143459009,1142.5995744161,1184.52735767503,1204.56621753786,1281.83516442323,1310.81347015195,1380.3675278719,1536.86037125821,1639.51876204035,1717.52646443251,1725.29387642979,1721.69964380717,1739.72659778545,1840.29925048368,1914.26001947098,1998.3081197152,1968.96680139824,2028.78406599559,2066.17306715611,2086.80608066,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greece,GRC,4985.76046412208,5599.49735345747,5586.54224177281,6225.12932247335,6786.24147046987,7481.90329910213,7909.24505859412,8289.86923382455,8829.42261528176,9814.49791560477,10666.6208545318,11453.2123981944,12535.1277054371,13488.1243597837,12573.3481690975,13248.9212914021,13938.538571607,14162.9911170986,14993.6890693604,15293.9314251108,15246.9944097628,14876.1172496983,14617.235187448,14375.6996946493,14591.8630688987,14900.0862237733,14927.7613768104,14541.860282436,15110.4146618094,15602.9732915736,15438.7936734794,15727.4735693885,15717.0463428435,15374.862548745,15604.0339409517,15857.4162600482,16005.9511612222,16501.0316432034,16973.8293536875,17358.4347248482,18002.9065076414,18742.4235416567,19548.3677232687,20632.2557384172,21688.105121913,21880.5265550864,23220.5324390846,23973.6937033513,23923.8800608727,22878.1346733291,21547.7241895964,19448.2557511168,17924.6620516477,17644.8766792834,17903.5252559978,17980.7298238137,18049.9289175756,18352.0884111283,18769.0390099773,19216.6760037219,17486.9513800415,19232.968382872,20595.4953496212,21139.1916750925,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,15375.1866638299,17088.6844499834,17731.0750292335,18667.3128228197,19533.1987515075,19619.7941752242,20747.1496877618,22714.6391462067,24179.2062679611,25149.988701843,27005.3259668971,26758.5557170795,25327.608421672,25901.4739745512,24280.2581215331,24931.4968474838,26551.2406001603,27705.0620966198,28883.818146464,30528.8015621406,26805.5496974442,26823.378375534,25544.2992633194,24303.8982888635,25604.5956883247,26416.5165028368,26772.6138141762,27117.3732945796,29169.0465812684,29570.9623369365,31614.6188319158,31930.59542585,31475.8212513547,32779.8815112106,34953.9493651873,36681.8055890619,38829.536413942,39896.875364094,42527.6668469766,42899.7441985862,43198.032364358,42994.8790874739,43655.7004664255,43338.3839246907,45545.1429414917,44536.3549705377,46561.7831434013,46597.9452470348,47012.9860350276,48170.7896955512,48139.5825957628,48514.5271286311,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3040.04156420967,3226.0984894223,3435.90423536845,3451.94417701718,3523.01454992859,3655.44815778464,3765.69268144747,3877.60851229182,4083.26775949669,4346.32354009777,4705.94265134243,4807.01372985656,4947.21594941974,5102.69172981553,5130.48257478522,5046.3110720505,4909.77076444883,4956.32245138997,5026.24215573734,5213.43103712383,5438.0445822801,6036.15899808614,6409.14591451052,6677.1265230922,6509.51660313374,6707.36873532777,7309.78547094579,7233.29494434962,8162.91232124727,7808.24358323434,8257.36225682689,8307.49221491819,7733.12990600058,7670.71165827663,7695.37616017287,7559.5628483956,7688.75297701343,8206.62862112333,8694.12438005692,8983.68397337899,9357.40728883583,9744.16919577204,9785.56040240592,8413.28335500372,8781.46248494156,9406.19337643226,9727.65202554404,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29576.221681311,29685.9531745657,31483.8141949558,32520.3729565352,31242.462900947,31385.0475162113,31941.2706025874,31988.7229358255,32644.1484056205,32665.3787483379,33404.9317636913,34044.3190415455,34755.2691107298,35165.7014644795,35373.8483143417,35850.9025520506,35731.2203743081,36830.1264410973,32884.8852646787,33239.4846327875,34627.9862781837,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guatemala,GTM,1884.56056282974,1908.02908319279,1917.85323142831,2040.17130794273,2073.58812214271,2102.46662347002,2156.0383215271,2182.52498158594,2309.26040454155,2354.7114405248,2424.59976179755,2494.6294885289,2609.48872692718,2715.38695317009,2816.2639196631,2802.06424999288,2944.83083503014,3105.80777279063,3181.46803337847,3249.09614148732,3287.02402884148,3226.25965871051,3041.61605943464,2891.73068800409,2825.72068663505,2730.14361741442,2659.14135344671,2678.48805367257,2705.89964004598,2734.55684669895,2741.53805312076,2765.88205348329,2823.67204686853,2857.29620540529,2894.43108305437,2958.34831787015,2967.99349123569,3019.28714461763,3089.97586132319,3129.12068042003,3165.93228157771,3166.20341985536,3213.26827919246,3222.15458817212,3250.20396478728,3284.80961952091,3388.14993375257,3527.77816838319,3569.92850622252,3516.19217384009,3546.62571191838,3621.37399118594,3655.57305040072,3717.30452588449,3809.61576365876,3893.50521848131,3924.77882449793,3972.74046152097,4040.21201503384,4139.12191663003,4005.83899021249,4268.29515043474,4385.46451827029,4470.75416315328,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,454.021892849015,469.853004135626,472.476065773993,471.890918542322,488.622222643696,494.755008028771,525.693823301009,500.224866623139,525.818457287848,510.937903652384,515.075498240815,508.556746994401,507.412755095438,503.254700009446,499.099790230844,511.885502734728,514.948827108147,518.460706253598,536.935142790771,544.125289836889,548.371534819426,540.622747465388,540.768238017649,551.006742654772,555.962782286148,565.553359749505,574.302865750492,591.77353015526,601.907993085373,611.007685844967,614.137235083638,628.320554864936,650.554963973291,644.071217908894,645.182843390689,651.359606871604,645.472001923653,673.698997420626,684.775780377366,660.756701330284,675.736917327708,696.199991395571,719.505916794546,729.833143236326,738.272274481308,747.356966759448,807.236421043888,867.907502577607,899.907328045175,926.42221954853,945.570903389665,973.646890096159,987.502501465337,1028.47369985676,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,530.038207842032,507.729108295228,539.728776699538,540.022721959447,545.743584355489,554.539611146607,545.716719833003,474.082444095876,502.503980418456,494.912807263144,411.228191061056,478.365016394864,490.618441344467,466.478485144929,500.948088022197,513.578560199997,501.441680283283,507.779967171681,522.568587226461,545.340640363452,569.169670374215,585.58551396824,574.852002556155,567.860072938098,568.168871993007,578.381849917403,632.160906920913,660.537774707954,502.81554020706,576.330795296558,571.094015178625,585.837980688333,594.040535151552,579.092506821836,572.526464627294,595.94255560187,597.257151722046,597.482020935948,608.958620496925,608.202131879882,625.904027290582,658.953470528116,630.66862302825,634.095456089352,623.610159103365,645.066837207039,662.44946768667,677.466131311367,686.456819839526,707.793673750722,702.120599916994,729.02322186963,745.690895064907,767.044183086551,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guyana,GUY,2733.67017377019,2795.91596559797,2765.60232706682,2373.894072225,2587.3374565389,2799.88924384382,2885.01083833356,2947.36722517736,2916.5864939663,3057.0032625233,3130.48106601695,3182.82907828322,3039.04595646039,3040.96521513223,3240.06449958436,3480.32677141053,3501.59054165487,3380.43034639294,3293.62021029982,3210.16797697625,3247.67276846022,3287.40767961686,2852.84256803946,2661.88012930901,2533.83411714106,2603.49640007679,2591.39934975717,2628.31843844379,2546.09160620841,2436.29631542227,2377.21795364949,2528.08038811696,2716.75893023455,2926.93693707006,3164.66777875426,3312.64996890674,3566.13499360957,3778.00652865741,3708.04637110615,3813.33057565798,3759.60789699989,3847.09461851367,3894.87107415198,3873.04123684261,3937.11435304522,3867.93308158647,4076.77981715707,4382.10449666813,4472.34517889699,4649.34144792756,4860.09110980566,5133.89539813637,5403.79899428921,5573.3421790463,5635.71704117947,5640.41560569466,5818.61682204646,5997.18271426826,6080.90612132746,6278.63054079553,9010.61000469878,10712.0000592312,17365.3330363732,23102.6662867381,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Haiti,HTI,1735.02657122509,1653.89922572987,1752.00306965988,1688.67112439859,1631.54071205727,1636.19814585485,1596.9765972586,1534.49796433614,1554.12753020636,1583.57820985315,1564.38895221073,1634.68963949244,1619.58759427436,1664.49081836292,1727.23666370029,1713.30379616486,1822.40734517244,1853.92218428991,1931.45229634864,2037.86816576864,2146.49092997378,2045.46255796987,1934.639428235,1914.43247559,1882.81789284203,1856.96811301461,1811.0858236738,1760.75045120756,1728.60254302384,1644.10374508487,1627.31264525633,1624.49598864977,1507.81872889823,1398.25464638175,1207.6605445003,1302.13491168553,1330.54039885269,1340.99702096807,1344.9390395747,1356.11344556059,1342.89490450523,1314.11419693969,1304.5293810385,1326.47161042212,1286.90282128221,1304.33303731231,1305.03813815611,1343.61111422048,1356.53400140048,1412.89653523429,1317.58389339746,1369.16921255852,1354.88546124499,1392.38204736859,1411.76834802154,1411.12684746796,1416.74881879698,1432.67228609541,1437.35251928349,1394.42114071112,1331.69778506932,1292.71954963551,1256.72143592448,1219.11871645847,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Honduras,HND,1206.66787324876,1194.76913521135,1228.42336850094,1236.80305038923,1267.1200588381,1342.51496538223,1374.4218253951,1414.99917821739,1465.08021353283,1432.03108888235,1440.57831629318,1453.78676002125,1491.54419629368,1561.16562638578,1498.0373465559,1485.20651103663,1590.73833699798,1702.08483039056,1748.67984266409,1790.8302162948,1747.33458626941,1674.49337660917,1591.31120399188,1558.69343094145,1609.30160914558,1651.29030993836,1690.2298031877,1752.0212527863,1733.09581607166,1731.04027011921,1729.83142779417,1625.63835833364,1676.07933528015,1734.98490158891,1690.04923489234,1744.49972831904,1727.67473897426,1757.25976292315,1772.76292776239,1714.07330337091,1789.47798512637,1789.18816032117,1807.97305547292,1842.29750018813,1908.90950050464,1975.85647913236,2056.53491469231,2134.19540639485,2175.14709403064,2076.30859895638,2108.47314459603,2144.56265540491,2188.39378817891,2205.40126728067,2229.24772232218,2271.20265980349,2315.72983058198,2383.37398439714,2430.13503657762,2447.61649282181,2189.43168668222,2423.76634916911,2482.22384904714,2527.43851176243,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Hong Kong SAR, China",HKG,..,3956.0348665175,4333.85400121341,4847.35268964371,5139.82984909026,5739.60358013556,5791.09844762546,5737.13123041917,5807.41630828616,6363.75168314681,6782.70458686445,7122.10498405031,7728.31101312105,8435.92710515865,8370.88137713153,8254.06991655716,9468.5905945716,10427.2271104239,11085.9151499691,11709.3147365995,12553.2178743534,13397.4126017557,13580.1258695587,14174.7881084928,15436.0613477834,15386.7400452607,16876.3438935514,18945.8271230605,20386.3331230439,20635.6369175109,21357.3625408812,22388.7288514218,23585.7790070791,24621.7597107363,25526.5342396812,25620.0892481415,25551.4361801136,26631.8652426178,24856.8323960471,25237.7083727094,26933.2785287204,26885.4740776153,27210.1196148928,28097.1484393683,30304.3331882473,32401.4024779329,34458.0396412134,36371.6888698119,36924.0916159598,35938.5997765398,38090.0341362458,39656.3542113178,39887.8422338754,40959.983629493,41796.8691228601,42432.1619740441,43087.546608434,44380.8080889187,45280.4955422841,44195.2893264289,41451.3260144604,44530.9411868182,43281.7955087576,43572.9610527354,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Hungary,HUN,2075.77985761695,2163.51335497237,2288.09295596742,2412.22987229813,2517.64639615445,3575.46258578804,3828.45799903552,4100.30440736971,4284.77449560262,4561.34032414782,4757.62040789326,5038.15422984296,5329.57035040081,5678.97913605148,5987.25651891823,6321.18317417528,6512.814617423,6975.30718085409,7257.14585872296,7439.6297011815,7449.65812166571,7662.70144236149,7885.05261050813,7954.00002686898,8181.77633009897,8175.92509236057,8315.59393637145,8667.00868003896,8674.6380057812,8834.20130102688,8613.83221773283,7589.9019679997,7360.21365612239,7326.16050730217,7552.40467422539,7675.57817108924,7695.11053742504,7952.98313173573,8282.39885965651,8560.96909441129,8967.69626924063,9354.48075090137,9825.94319858403,10255.6101131603,10792.7374278506,11278.6160255559,11741.9476769178,11792.7712897392,11932.0383995535,11162.0559722742,11307.7161991209,11551.4989289342,11466.1419094704,11705.0092523564,12233.299367172,12717.038597002,13035.3528590909,13628.4044885706,14377.4241602939,15083.5991718742,14437.8088480852,15521.3815852251,16343.0586949566,16282.830349083,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Iceland,ISL,13502.2659194414,13231.8685601414,14068.8892637073,15241.6168825956,16452.6739063868,17349.8863359957,18551.2834195154,18024.3111033747,16801.9046614388,17044.2870368683,18219.7032993357,20433.4333427239,21380.4118679382,22493.5427152219,23457.5710769044,23309.1267111711,24454.198609719,26414.2474392372,27785.7899973431,28852.6382864911,30189.6890090305,31120.2965196462,31368.7118801277,30290.1976549156,31207.2163168676,31981.9145307433,33739.276129427,36223.5564297017,35628.6396325007,35281.0820917833,35417.1490966556,34930.7276057715,33330.7146821937,33426.874442296,34334.2872064646,34188.3505876665,35557.277250986,37302.6680254519,39622.6069816837,40725.886035875,42174.6650584696,43288.0763046335,43143.4605797013,43763.7756121132,46766.0168708212,48850.7658634924,50731.6906881712,53646.3690202759,53821.47082221,49527.3988280929,48193.7014041013,48933.5456614347,49191.574417162,50946.8162625339,51233.2440468041,52951.6815110898,55513.6423015865,56501.4576788793,57697.8044237427,57493.4195335925,52641.7234828803,54506.7280464878,57933.4748261586,59096.4444709589,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,India,IND,312.777847830375,316.739644666886,318.381945824671,329.641494853773,346.011883334459,329.392574458486,322.241317768205,340.080025744959,344.128288078914,358.966799420621,369.192480654411,367.03330975615,357.07792916052,360.637844062503,356.615069643548,380.159941374693,377.496025412265,395.443306821969,408.516944405283,378.219592785732,394.182239918298,408.153549798956,412.596737107488,432.429235395483,438.541705524351,450.966703866791,461.725611478711,469.209956302852,502.937342176693,521.073383845828,537.870269533789,531.898397841583,549.235069966802,563.372872328964,588.727892188017,620.699954330379,654.355928429641,667.598423095039,695.293709344799,742.53920839445,756.704109527449,778.507377528365,793.615912906381,841.278894571674,892.596614581612,947.732565646672,1008.23275343783,1069.24696813025,1086.50605251513,1155.10163274172,1235.15939133951,1281.61054354933,1333.09626557668,1399.4537980287,1484.31640682913,1583.99815907985,1694.46534973825,1788.69770318446,1883.35772705062,1936.03067741067,1806.50110583878,1965.30943437506,2086.07688562779,2236.31279250417,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Indonesia,IDN,597.734506719811,614.678000375415,608.672830771216,578.480952879993,582.039622031283,573.64247409656,575.863301591243,568.830963825424,614.066837177306,638.076485720282,667.649761244456,695.446971525808,724.833992085434,763.256635981651,800.654080305011,819.538910891991,854.398567409728,906.717766424116,944.755242986209,989.678300392173,1061.79178943986,1119.39911024884,1118.38320743427,1139.00630127417,1191.59058776125,1195.12311552225,1240.06475653881,1276.13232000562,1324.37572957225,1396.69970912512,1470.91822263911,1544.99580900182,1617.10954878136,1693.10742608086,1790.32729969007,1905.54236118211,2020.99148139905,2081.84166947239,1780.20049551406,1767.51466736224,1828.10265975051,1868.59172314131,1926.37435875198,1991.91820513763,2065.70617478401,2155.44780167098,2244.08022270233,2355.15285661899,2464.60193427292,2546.21969717085,2670.81290999304,2799.62468800564,2930.51844543024,3055.2424601765,3170.72103023033,3288.22269737572,3416.81005183476,3553.51999275326,3701.32155475457,3850.90321753072,3739.44906576846,3850.68877267995,4024.92074265014,4192.62390181339,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Iran, Islamic Rep.",IRN,2345.11087212964,2512.11791006453,2629.72819341092,2729.80655122362,2870.38012579818,3255.50135774215,3518.61621818272,3797.07696677173,4215.93673234612,4726.09252157202,5085.75681676835,5612.36301510843,6240.70077372589,6511.65454254454,6688.44521322136,6468.1223948876,7422.12860861166,6996.18431406878,5901.81296035876,5016.91486789934,3793.35429688212,3394.34358172067,3965.27550470444,4236.71681089405,3788.977628582,3720.53262273169,3234.88543131802,3115.61803177017,2833.18757791547,2920.36931132344,3222.20102704478,3534.65396419326,3579.73221786542,3514.51966573319,3448.25956880387,3492.17204968494,3674.0326860468,3679.27534912763,3704.56563043005,3725.31745830681,3885.30183362976,3917.29935490307,4198.95356080112,4511.4313402737,4607.45169101785,4650.3584147747,4778.79345868067,5084.71796041484,5035.94008526563,5023.89314380531,5249.06133359393,5321.75870744451,5058.64637811833,4916.97291948474,5093.20319702186,4952.73355532178,5312.61724954192,5381.18709991831,5215.34606957702,5000.98599002449,5127.95975696418,5325.54680453553,5460.69457075433,5667.52647829172,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Iraq,IRQ,997.925581506414,1045.35159413524,1061.12493114338,1051.08048848022,1167.09649202161,1249.76156739787,1268.03983724558,1117.05793442321,1290.03189560145,1286.79354274415,1299.35892720761,1322.70187022675,1325.75580274961,1337.44392023958,1501.23712514077,1633.76336398088,1852.73076542326,1826.17052819415,2066.87426184461,2419.11515236455,2924.31916822628,2817.12121531585,2833.0144210139,2390.54919750291,2282.72261735824,2260.8763214908,2308.44327504947,2454.9950238006,2398.23797711999,2262.47044477723,3526.57925126853,1254.63057385597,1615.03903542774,2005.56353164115,1985.79691950682,1961.09255088499,2108.82328338114,2478.84310444349,3242.95733892317,3691.74051342189,4172.78025105244,4116.09405320279,3660.92527507177,2250.06990123369,3354.26588756715,3310.86344473993,3471.98744698568,3565.58054079041,3781.78001712762,3768.17284328983,3881.94327045302,4030.01686860986,4387.90469058707,4504.82687537354,4446.97343234862,4440.14189252367,4932.9272911439,4736.32710809857,4749.00921836896,4898.14897652181,4213.99843766061,4182.50064045825,4399.948027123,4175.70315667132,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ireland,IRL,8532.59719329719,8973.93149242252,9224.52397334831,9605.96813284565,9921.30323312328,10075.342598068,10124.8576702506,10660.2806162666,11487.2596376639,12089.9471139118,12308.3572872703,12587.3198217504,13206.4718187808,13609.9593559512,13956.6328466488,14505.4696949899,14487.4975064205,15466.2310911941,16344.2016973105,16623.5099267152,16939.3355841216,17298.8386542409,17527.3600792384,17361.0241024495,18005.0626039506,18530.9426925293,18443.1867640097,19301.208298541,20395.2738487724,21666.7232832664,23481.3128567371,23797.2065983241,24425.5975112538,24958.2197097899,26290.9316540796,28676.510604152,30550.0360829405,33578.7616121473,36143.3422357798,39501.3763778575,42643.6343965079,44196.9159835327,46022.1410834443,46643.1579569282,48906.963231587,50599.6045007359,51710.362231689,52904.4732788865,49512.4261970583,46514.5426215055,47040.3543858023,47607.8852921203,47217.4433846332,47999.1237980737,52098.1049579337,64311.8234684057,64367.4069016353,70069.0995778991,74427.5520727589,77117.1897861686,81791.0934649925,94184.0378160321,99677.473101993,91647.7688541174,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18303.4356649234,18416.3589164412,21835.2224329301,23666.1501333527,26035.8540320139,27362.5680646573,28042.4441205102,28128.4485818915,28133.8324364624,28694.4160940259,29676.1422111499,30802.8930909929,32928.8324560471,35337.9128286621,39591.5712572814,44456.4562710624,46274.9709691403,48252.7638498277,50714.5824703383,53224.3527757804,55464.0220993356,58201.5990838178,62075.7601604994,66029.9755907183,68520.6825624937,69192.0258221691,70747.8417587183,71727.5055082703,77009.2973015086,80383.8276154987,84778.5809973472,84753.5187422732,90783.7654107394,93200.3109184264,95040.4055536796,95110.1388679513,86595.0674507157,89873.5421403346,..,..,..
